Categoria,Subcategoria,Producto,Precio,URL Imagen,Nutriscore
,,Mejillones en salsa de tomate Aguinamar bandeja 500 g,"3,99 €",https://www.dia.es/product_images/256038/256038_ISO_0_ES.jpg?imwidth=176,B
,,Taquitos de mar cocidos Mari Marinera bolsa 125 g,"1,99 €",https://www.dia.es/product_images/294392/294392_ISO_0_ES.jpg?imwidth=176,C
,,Pata de pulpo cocido Mari Marinera bandeja 250 g,"9,95 €",https://www.dia.es/product_images/269304/269304_ISO_0_ES.jpg?imwidth=176,B
,,Mejillones cocidos en su jugo Aguinamar bolsa 1 Kg,"4,99 €",https://www.dia.es/product_images/81922/81922_ISO_0_ES.jpg?imwidth=176,D
,,Poton cocido en rodajas Mari Marinera bolsa 200 g,"3,99 €",https://www.dia.es/product_images/294391/294391_ISO_0_ES.jpg?imwidth=176,B
,,Escalopines de salmon Seleccion de Dia bandeja 350g aprox.,"8,91 €",https://www.dia.es/product_images/269628/269628_ISO_0_ES.jpg?imwidth=176,B
,,Filete de dorada Seleccion de Dia bandeja 240 g aprox.,"5,27 €",https://www.dia.es/product_images/298039/298039_ISO_0_ES.jpg?imwidth=176,C
,,Filete de salmon Seleccion de Dia bandeja 365 g aprox.,"8,56 €",https://www.dia.es/product_images/162012/162012_ISO_0_ES.jpg?imwidth=176,C
,,Sepia Seleccion de Dia bandeja 320 g aprox.,"4,99 €",https://www.dia.es/product_images/298040/298040_ISO_0_ES.jpg?imwidth=176,D
,,Filete de bacalao Seleccion de Dia bandeja 350 g aprox.,"5,25 €",https://www.dia.es/product_images/89330/89330_ISO_0_ES.jpg?imwidth=176,A
,,Bunuelos de bacalao Freskibo bandeja 225 g,"2,99 €",https://www.dia.es/product_images/299857/299857_ISO_0_ES.jpg?imwidth=176,B
,,Lomo de atun Terra nova bandeja 250 g aprox.,"6,24 €",https://www.dia.es/product_images/286140/286140_ISO_0_ES.jpg?imwidth=176,A
,,Salmon ahumado Seleccion Mundial sobre 200 g,"7,49 €",https://www.dia.es/product_images/44404/44404_ISO_0_ES.jpg?imwidth=176,D
,,Colas de langostino al ajillo Aguinamar bolsa 105 g,"3,19 €",https://www.dia.es/product_images/105460/105460_ISO_0_ES.jpg?imwidth=176,D
,,Salmon ahumado Seleccion Mundial sobre 100 g,"3,80 €",https://www.dia.es/product_images/263686/263686_ISO_0_ES.jpg?imwidth=176,D
,,Boquerones al vinagre MSC Mari Marinera bandeja 80 g,"2,39 €",https://www.dia.es/product_images/267319/267319_ISO_0_ES.jpg?imwidth=176,A
,,Trucha ahumada Mari Marinera bandeja 100 g,"3,69 €",https://www.dia.es/product_images/233894/233894_ISO_0_ES.jpg?imwidth=176,C
,,Filetes de anchoa del Cantabrico en aceite de girasol Mari Marinera pack 3 x 25 g,"2,69 €",https://www.dia.es/product_images/293673/293673_ISO_0_ES.jpg?imwidth=176,D
,,Anchoa del Cantabrico en aceite de oliva Mari Marinera pack 3 x 25 g,"3,29 €",https://www.dia.es/product_images/293674/293674_ISO_0_ES.jpg?imwidth=176,C
,,Boquerones al vinagre con ajo y perejil MSC Mari Marinera bandeja 80 g,"2,39 €",https://www.dia.es/product_images/296779/296779_ISO_0_ES.jpg?imwidth=176,C
,,Filetes de anchoa en aceite de oliva Consorcio lata 23 g,"2,79 €",https://www.dia.es/product_images/129987/129987_ISO_0_ES.jpg?imwidth=176,D
,,Bacalao desmigado desalado MSC Mari Marinera bandeja 250 g,"4,79 €",https://www.dia.es/product_images/264608/264608_ISO_0_ES.jpg?imwidth=176,C
,,Filetes de anchoa en aceite de oliva reducido sal Mari Marinera lata 29 g,"1,79 €",https://www.dia.es/product_images/293675/293675_ISO_0_ES.jpg?imwidth=176,C
,,Filetes de sardina anchoada en salazon Kiele bandeja 50 g,"1,79 €",https://www.dia.es/product_images/181667/181667_ISO_0_ES.jpg?imwidth=176,C
,,Bacalao desmigado salado MSC Mari Marinera bandeja 250 g,"4,99 €",https://www.dia.es/product_images/264553/264553_ISO_0_ES.jpg?imwidth=176,A
,,Anchoas en aceite de oliva MSC Mari Marinera lata 50 g,"3,69 €",https://www.dia.es/product_images/184569/184569_ISO_0_ES.jpg?imwidth=176,C
,,Huevas de capelan Royal frasco 50 g,"2,29 €",https://www.dia.es/product_images/179044/179044_ISO_0_ES.jpg?imwidth=176,D
,,Bacalao ahumado Nuchar bandeja 80 g,"3,69 €",https://www.dia.es/product_images/279915/279915_ISO_0_ES.jpg?imwidth=176,E
,,Salmon ahumado marinado Nuchar sobre 80 g,"3,99 €",https://www.dia.es/product_images/296676/296676_ISO_0_ES.jpg?imwidth=176,B
,,Fileton de bacalao salado MSC Seleccion Mundial bolsa 700 g,"10,99 €",https://www.dia.es/product_images/264554/264554_ISO_0_ES.jpg?imwidth=176,B
,,Crema de bacalao Royal tarrina 100 g,"2,75 €",https://www.dia.es/product_images/202645/202645_ISO_0_ES.jpg?imwidth=176,A
,,Palitos de surimi refrigeradas MSC Mari Marinera bolsa 300 g,"1,89 €",https://www.dia.es/product_images/62403/62403_ISO_0_ES.jpg?imwidth=176,A
,,Pintxo a la Donostiarra con Krissia Aguinamar tarrina 180 g,"3,39 €",https://www.dia.es/product_images/295204/295204_ISO_0_ES.jpg?imwidth=176,E
,,Gulas clasicas refrigeradas MSC Mari Marinera bandeja 200 g,"2,79 €",https://www.dia.es/product_images/264682/264682_ISO_0_ES.jpg?imwidth=176,B
,,Gulas con gambas Mari Marinera bandeja 200 g,"2,89 €",https://www.dia.es/product_images/287250/287250_ISO_0_ES.jpg?imwidth=176,C
,,Gula del norte refrigeradas La gula del Norte bandeja 180 g,"5,99 €",https://www.dia.es/product_images/107047/107047_ISO_0_ES.jpg?imwidth=176,C
,,Palitos de surimi Krissia bolsa 180 g,"2,99 €",https://www.dia.es/product_images/35499/35499_ISO_0_ES.jpg?imwidth=176,A
,,Del norte al ajillo La gula del Norte bolsa 130 g,"3,99 €",https://www.dia.es/product_images/21807/21807_ISO_0_ES.jpg?imwidth=176,E
,,Tomate en rama granel 500 g aprox.,"0,90 €",https://www.dia.es/product_images/109/109_ISO_0_ES.jpg?imwidth=176,B
,,Pimiento verde granel 300 g aprox.,"0,72 €",https://www.dia.es/product_images/116/116_ISO_0_ES.jpg?imwidth=176,A
,,Pimiento rojo unidad aprox. 390 g aprox.,"1,09 €",https://www.dia.es/product_images/74/74_ISO_0_ES.jpg?imwidth=176,B
,,Pimientos tricolor bolsa 500 g,"1,79 €",https://www.dia.es/product_images/102283/102283_ISO_0_ES.jpg?imwidth=176,E
,,Tomate cherry bandeja 400 g,"1,59 €",https://www.dia.es/product_images/146690/146690_ISO_0_ES.jpg?imwidth=176,C
,,Tomate canario malla 750 g,"1,49 €",https://www.dia.es/product_images/272686/272686_ISO_0_ES.jpg?imwidth=176,D
,,Pepino granel 1 Kg aprox.,"1,99 €",https://www.dia.es/product_images/272355/272355_ISO_0_ES.jpg?imwidth=176,C
,,Tomate cherry pera bandeja 250 g,"0,99 €",https://www.dia.es/product_images/161628/161628_ISO_0_ES.jpg?imwidth=176,C
,,Tomate pera granel 500 g aprox.,"1,00 €",https://www.dia.es/product_images/45863/45863_ISO_0_ES.jpg?imwidth=176,E
,,Tomate ensalada granel 500 g aprox.,"1,15 €",https://www.dia.es/product_images/110/110_ISO_0_ES.jpg?imwidth=176,E
,,Tomate Adora bandeja 300 g,"1,99 €",https://www.dia.es/product_images/10770/10770_ISO_0_ES.jpg?imwidth=176,E
,,Pimiento tipo padron bolsa 200 g,"1,25 €",https://www.dia.es/product_images/16549/16549_ISO_0_ES.jpg?imwidth=176,B
,,Pepino holandes unidad aprox. 325 g,"0,99 €",https://www.dia.es/product_images/1015/1015_ISO_0_ES.jpg?imwidth=176,C
,,Tomate Murice bandeja 400 g,"1,99 €",https://www.dia.es/product_images/301318/301318_ISO_0_ES.jpg?imwidth=176,C
,,Tomate bio bandeja 500 g,"1,49 €",https://www.dia.es/product_images/193372/193372_ISO_0_ES.jpg?imwidth=176,D
,,Tomate cherry pera lobello bandeja 200 g,"1,99 €",https://www.dia.es/product_images/277976/277976_ISO_0_ES.jpg?imwidth=176,C
,,Pimiento Sweet Palermo bolsa 250 g,"1,49 €",https://www.dia.es/product_images/285848/285848_ISO_0_ES.jpg?imwidth=176,B
,,Tomate barbaro bolsa 500 g aprox.,"1,35 €",https://www.dia.es/product_images/301910/301910_ISO_0_ES.jpg?imwidth=176,E
,,Cebolla malla 750 g,"1,79 €",https://www.dia.es/product_images/191535/191535_ISO_0_ES.jpg?imwidth=176,B
,,Ajos malla 250 g,"1,59 €",https://www.dia.es/product_images/17653/17653_ISO_0_ES.jpg?imwidth=176,D
,,Cebolla malla 1.5 Kg,"2,89 €",https://www.dia.es/product_images/193474/193474_ISO_0_ES.jpg?imwidth=176,E
,,Puerro 250 g,"0,89 €",https://www.dia.es/product_images/273369/273369_ISO_0_ES.jpg?imwidth=176,D
,,Cebolla tierna manojo 350 g,"1,29 €",https://www.dia.es/product_images/251082/251082_ISO_0_ES.jpg?imwidth=176,C
,,Puerros bandeja 500 g,"2,39 €",https://www.dia.es/product_images/17230/17230_ISO_0_ES.jpg?imwidth=176,B
,,Cebolla morada malla 500 g,"1,39 €",https://www.dia.es/product_images/57885/57885_ISO_0_ES.jpg?imwidth=176,E
,,Cebolla dulce granel 1 Kg aprox.,"2,49 €",https://www.dia.es/product_images/45862/45862_ISO_0_ES.jpg?imwidth=176,A
,,Ajo morado malla 400 g,"1,99 €",https://www.dia.es/product_images/171596/171596_ISO_0_ES.jpg?imwidth=176,B
,,Cebolla dulce malla 1 Kg,"2,49 €",https://www.dia.es/product_images/132920/132920_ISO_0_ES.jpg?imwidth=176,B
,,Ajo bio malla 200 g,"1,49 €",https://www.dia.es/product_images/232043/232043_ISO_0_ES.jpg?imwidth=176,A
,,Ajo unidad aprox. 60 g,"0,49 €",https://www.dia.es/product_images/20280/20280_ISO_0_ES.jpg?imwidth=176,B
,,Calabacin unidad aprox. 475 g,"0,95 €",https://www.dia.es/product_images/93/93_ISO_0_ES.jpg?imwidth=176,A
,,Berenjena granel 800 g aprox.,"1,51 €",https://www.dia.es/product_images/42071/42071_ISO_0_ES.jpg?imwidth=176,E
,,Calabaza a dados bolsa 500 g,"1,89 €",https://www.dia.es/product_images/278899/278899_ISO_0_ES.jpg?imwidth=176,B
,,Calabaza unidad aprox. 1.6 Kg,"3,02 €",https://www.dia.es/product_images/75926/75926_ISO_0_ES.jpg?imwidth=176,B
,,Calabacin bio 500 g,"1,79 €",https://www.dia.es/product_images/190696/190696_ISO_0_ES.jpg?imwidth=176,D
,,Brocoli bolsa 500 g,"1,29 €",https://www.dia.es/product_images/20002/20002_ISO_0_ES.jpg?imwidth=176,A
,,Judia verde bolsa 500 g,"1,99 €",https://www.dia.es/product_images/11416/11416_ISO_0_ES.jpg?imwidth=176,D
,,Coliflor unidad aprox. 2 Kg aprox.,"3,98 €",https://www.dia.es/product_images/278856/278856_ISO_0_ES.jpg?imwidth=176,E
,,Repollo liso unidad aprox. 2 Kg aprox.,"2,78 €",https://www.dia.es/product_images/50664/50664_ISO_0_ES.jpg?imwidth=176,D
,,Lechuga iceberg 1 unidad,"1,15 €",https://www.dia.es/product_images/11462/11462_ISO_0_ES.jpg?imwidth=176,A
,,Cogollos bandeja 3 unidades,"1,25 €",https://www.dia.es/product_images/11461/11461_ISO_0_ES.jpg?imwidth=176,E
,,Corazones de lechuga romana bandeja 2 unidades,"1,69 €",https://www.dia.es/product_images/59836/59836_ISO_0_ES.jpg?imwidth=176,C
,,Corazones de cogollos bandeja 6 unidades,"1,99 €",https://www.dia.es/product_images/25904/25904_ISO_0_ES.jpg?imwidth=176,C
,,Endivias bandeja 350 g,"1,29 €",https://www.dia.es/product_images/182881/182881_ISO_0_ES.jpg?imwidth=176,D
,,Zanahoria bolsa 1 Kg,"1,19 €",https://www.dia.es/product_images/11421/11421_ISO_0_ES.jpg?imwidth=176,D
,,Patata malla 4 Kg,"3,69 €",https://www.dia.es/product_images/296356/296356_ISO_0_ES.jpg?imwidth=176,E
,,Patatas granel 1 Kg aprox.,"1,79 €",https://www.dia.es/product_images/5631/5631_ISO_0_ES.jpg?imwidth=176,B
,,Patata cocer malla 2 Kg,"2,99 €",https://www.dia.es/product_images/296355/296355_ISO_0_ES.jpg?imwidth=176,E
,,Patata de guarnicion malla 1 Kg,"1,49 €",https://www.dia.es/product_images/20298/20298_ISO_0_ES.jpg?imwidth=176,E
,,Patata especial para freir malla 2 Kg,"3,75 €",https://www.dia.es/product_images/248458/248458_ISO_0_ES.jpg?imwidth=176,E
,,Patata nueva malla 1.5 Kg,"2,89 €",https://www.dia.es/product_images/302117/302117_ISO_0_ES.jpg?imwidth=176,D
,,Champinon entero bandeja 250 g,"1,29 €",https://www.dia.es/product_images/271527/271527_ISO_0_ES.jpg?imwidth=176,E
,,Champinon laminado bandeja 250 g,"1,59 €",https://www.dia.es/product_images/25857/25857_ISO_0_ES.jpg?imwidth=176,A
,,Seta ostra bandeja 200 g,"1,39 €",https://www.dia.es/product_images/13337/13337_ISO_0_ES.jpg?imwidth=176,B
,,Champinon portobello bandeja 250 g,"1,69 €",https://www.dia.es/product_images/190874/190874_ISO_0_ES.jpg?imwidth=176,D
,,Champinon grande bandeja 430 g,"2,25 €",https://www.dia.es/product_images/273421/273421_ISO_0_ES.jpg?imwidth=176,B
,,Surtido vegetal bandeja 1 Kg aprox.,"1,99 €",https://www.dia.es/product_images/163571/163571_ISO_0_ES.jpg?imwidth=176,D
,,Espinacas Vegecampo bolsa 300 g,"1,29 €",https://www.dia.es/product_images/105301/105301_ISO_0_ES.jpg?imwidth=176,D
,,Ensalada gourmet Vegecampo bolsa 175 g,"1,09 €",https://www.dia.es/product_images/105300/105300_ISO_0_ES.jpg?imwidth=176,E
,,Canonigos Vegecampo bolsa 100 g,"1,19 €",https://www.dia.es/product_images/105782/105782_ISO_0_ES.jpg?imwidth=176,E
,,Ensalada 4 estaciones Vegecampo bolsa 250 g,"0,79 €",https://www.dia.es/product_images/105299/105299_ISO_0_ES.jpg?imwidth=176,C
,,Lechuga iceberg lavada Vegecampo bolsa 250 g,"0,89 €",https://www.dia.es/product_images/272828/272828_ISO_0_ES.jpg?imwidth=176,C
,,Duo canonigos y rucula Vegecampo bolsa 100 g,"1,39 €",https://www.dia.es/product_images/272831/272831_ISO_0_ES.jpg?imwidth=176,E
,,Verduras para microondas 3 ingredientes Vegecampo bolsa 300 g,"1,69 €",https://www.dia.es/product_images/272833/272833_ISO_0_ES.jpg?imwidth=176,B
,,Tomate rallado natural La gergalena tarrina 200 g,"1,39 €",https://www.dia.es/product_images/278354/278354_ISO_0_ES.jpg?imwidth=176,E
,,Rucula Vegecampo bolsa 50 g,"0,79 €",https://www.dia.es/product_images/212745/212745_ISO_0_ES.jpg?imwidth=176,A
,,Ensalada seleccion de brotes Vegecampo bolsa 100 g,"1,19 €",https://www.dia.es/product_images/174055/174055_ISO_0_ES.jpg?imwidth=176,E
,,Brotes de espinaca baby Vegecampo bolsa 100 g,"1,19 €",https://www.dia.es/product_images/272830/272830_ISO_0_ES.jpg?imwidth=176,E
,,Ensalada Cesar Al Punto bandeja 210 g,"2,79 €",https://www.dia.es/product_images/272834/272834_ISO_0_ES.jpg?imwidth=176,C
,,Acelga Vegecampo bolsa 300 g,"1,39 €",https://www.dia.es/product_images/212744/212744_ISO_0_ES.jpg?imwidth=176,D
,,Ensalada variada Vegecampo bolsa 200 g,"0,99 €",https://www.dia.es/product_images/105302/105302_ISO_0_ES.jpg?imwidth=176,C
,,Ensalada mezclum Vegecampo bolsa 150 g,"1,09 €",https://www.dia.es/product_images/224474/224474_ISO_0_ES.jpg?imwidth=176,A
,,Pimientos asados a la lena bandeja 350 g,"2,69 €",https://www.dia.es/product_images/40250/40250_ISO_0_ES.jpg?imwidth=176,E
,,Remolacha cocida al vacio bandeja 500 g,"0,95 €",https://www.dia.es/product_images/17962/17962_ISO_0_ES.jpg?imwidth=176,C
,,"Ensalada de pasta, huevo y atun Al Punto tarrina 250 g","2,79 €",https://www.dia.es/product_images/272835/272835_ISO_0_ES.jpg?imwidth=176,B
,,Ensalada de la huerta Al Punto bandeja 400 g,"2,29 €",https://www.dia.es/product_images/165759/165759_ISO_0_ES.jpg?imwidth=176,C
,,Ensalada wrap texas Al Punto bandeja 300 g,"2,99 €",https://www.dia.es/product_images/295570/295570_ISO_0_ES.jpg?imwidth=176,D
,,Tomate seco bolsa 80 g,"2,11 €",https://www.dia.es/product_images/284544/284544_ISO_0_ES.jpg?imwidth=176,D
,,Tomate rallado natural Bonnysa tarrina 200 g,"1,34 €",https://www.dia.es/product_images/278353/278353_ISO_0_ES.jpg?imwidth=176,D
,,Ensalada brooklyn con bacon Al Punto bandeja 200 g,"2,79 €",https://www.dia.es/product_images/272836/272836_ISO_0_ES.jpg?imwidth=176,E
,,Snack zanahoria bolsa 125 g,"0,95 €",https://www.dia.es/product_images/225257/225257_ISO_0_ES.jpg?imwidth=176,C
,,Maiz dulce cocido al vacio bolsa 400 g,"1,39 €",https://www.dia.es/product_images/19403/19403_ISO_0_ES.jpg?imwidth=176,C
,,Pimientos rojos y verdes asados Huerta Camporico bandeja 350 g,"2,69 €",https://www.dia.es/product_images/131988/131988_ISO_0_ES.jpg?imwidth=176,A
,,Esparrago verde fino manojo aprox. 250 g,"2,59 €",https://www.dia.es/product_images/181571/181571_ISO_0_ES.jpg?imwidth=176,E
,,Apio bolsa 500 g,"0,99 €",https://www.dia.es/product_images/21242/21242_ISO_0_ES.jpg?imwidth=176,D
,,Perejil manojo 50 g,"0,99 €",https://www.dia.es/product_images/191539/191539_ISO_0_ES.jpg?imwidth=176,A
,,Cilantro bandeja 20 g,"1,19 €",https://www.dia.es/product_images/233088/233088_ISO_0_ES.jpg?imwidth=176,E
,,Esparrago verde grueso manojo aprox. 250 g,"2,99 €",https://www.dia.es/product_images/165430/165430_ISO_0_ES.jpg?imwidth=176,A
,,Repollo rizado unidad aprox. 1 Kg,"1,49 €",https://www.dia.es/product_images/42075/42075_ISO_0_ES.jpg?imwidth=176,D
,,Acelga bolsa 750 g,"1,50 €",https://www.dia.es/product_images/215330/215330_ISO_0_ES.jpg?imwidth=176,B
,,Hierbabuena Sun&Vegs bolsa 70 g,"1,19 €",https://www.dia.es/product_images/275734/275734_ISO_0_ES.jpg?imwidth=176,E
,,Jengibre bio bandeja 200 g,"1,79 €",https://www.dia.es/product_images/256382/256382_ISO_0_ES.jpg?imwidth=176,E
,,Lombarda bolsa 2 Kg aprox.,"2,98 €",https://www.dia.es/product_images/50666/50666_ISO_0_ES.jpg?imwidth=176,E
,,Banana granel 500 g aprox.,"0,75 €",https://www.dia.es/product_images/42070/42070_ISO_0_ES.jpg?imwidth=176,B
,,Platano de canarias bolsa 1.2 Kg aprox.,"2,39 €",https://www.dia.es/product_images/11468/11468_ISO_0_ES.jpg?imwidth=176,D
,,Platano de Canarias El afortunado 900 g aprox.,"2,24 €",https://www.dia.es/product_images/142776/142776_ISO_0_ES.jpg?imwidth=176,D
,,Platano bio bolsa 1 Kg aprox.,"2,99 €",https://www.dia.es/product_images/170563/170563_ISO_0_ES.jpg?imwidth=176,E
,,Platano macho para freir granel 1 Kg aprox.,"2,89 €",https://www.dia.es/product_images/53584/53584_ISO_0_ES.jpg?imwidth=176,C
,,Banana bio bolsa 1 Kg aprox.,"2,49 €",https://www.dia.es/product_images/276299/276299_ISO_0_ES.jpg?imwidth=176,D
,,Manzana golden bolsa 1 Kg,"1,49 €",https://www.dia.es/product_images/171233/171233_ISO_0_ES.jpg?imwidth=176,A
,,Manzana roja bolsa 1 Kg,"1,99 €",https://www.dia.es/product_images/11466/11466_ISO_0_ES.jpg?imwidth=176,E
,,Manzana pink lady bandeja 550 g,"1,99 €",https://www.dia.es/product_images/159307/159307_ISO_0_ES.jpg?imwidth=176,E
,,Manzana golden granel 1 Kg aprox.,"2,19 €",https://www.dia.es/product_images/97/97_ISO_0_ES.jpg?imwidth=176,D
,,Manzana fuji bolsa 1 Kg,"2,69 €",https://www.dia.es/product_images/54268/54268_ISO_0_ES.jpg?imwidth=176,A
,,Manzana granny granel 800 g aprox.,"1,75 €",https://www.dia.es/product_images/42085/42085_ISO_0_ES.jpg?imwidth=176,B
,,Manzana roja seleccion granel 1 Kg aprox.,"2,69 €",https://www.dia.es/product_images/69/69_ISO_0_ES.jpg?imwidth=176,D
,,Manzana reineta granel 1 Kg aprox.,"2,69 €",https://www.dia.es/product_images/91/91_ISO_0_ES.jpg?imwidth=176,C
,,Pera conferencia bandeja 1 Kg,"2,19 €",https://www.dia.es/product_images/64505/64505_ISO_0_ES.jpg?imwidth=176,C
,,Pera Rincon de Soto D.O.P. granel 800 g aprox.,"2,23 €",https://www.dia.es/product_images/32063/32063_ISO_0_ES.jpg?imwidth=176,C
,,Mandarina malla 1 Kg,"1,49 €",https://www.dia.es/product_images/11464/11464_ISO_0_ES.jpg?imwidth=176,E
,,Naranja especial para zumo malla 4 Kg,"5,59 €",https://www.dia.es/product_images/13627/13627_ISO_0_ES.jpg?imwidth=176,E
,,Naranjas de mesa malla 2 Kg,"2,99 €",https://www.dia.es/product_images/11467/11467_ISO_0_ES.jpg?imwidth=176,E
,,Mandarina granel 500 g aprox.,"1,20 €",https://www.dia.es/product_images/84/84_ISO_0_ES.jpg?imwidth=176,A
,,Mandarina seleccion bandeja 750 g,"1,89 €",https://www.dia.es/product_images/257839/257839_ISO_0_ES.jpg?imwidth=176,D
,,Mandarina Torres Seleccion malla 750 g,"2,49 €",https://www.dia.es/product_images/206952/206952_ISO_0_ES.jpg?imwidth=176,B
,,Naranja seleccion granel 1 Kg aprox.,"2,49 €",https://www.dia.es/product_images/175058/175058_ISO_0_ES.jpg?imwidth=176,B
,,Zumo de naranja recien exprimido botella 1 l,"3,49 €",https://www.dia.es/product_images/180348/180348_ISO_0_ES.jpg?imwidth=176,C
,,Zumo de naranja recien exprimido botella 500 ml,"2,99 €",https://www.dia.es/product_images/176480/176480_ISO_0_ES.jpg?imwidth=176,B
,,Zumo de naranja recien exprimido botella 250 ml,"1,99 €",https://www.dia.es/product_images/176479/176479_ISO_0_ES.jpg?imwidth=176,E
,,Uva blanca sin semilla bandeja 500 g,"2,99 €",https://www.dia.es/product_images/2672/2672_ISO_0_ES.jpg?imwidth=176,E
,,Uva roja sin semilla bandeja 500 g,"2,99 €",https://www.dia.es/product_images/265910/265910_ISO_0_ES.jpg?imwidth=176,C
,,Aguacate bandeja 450 g,"2,29 €",https://www.dia.es/product_images/220373/220373_ISO_0_ES.jpg?imwidth=176,A
,,Kiwi bandeja 700 g,"2,29 €",https://www.dia.es/product_images/270541/270541_ISO_0_ES.jpg?imwidth=176,D
,,Aguacate granel 750 g aprox.,"3,97 €",https://www.dia.es/product_images/42069/42069_ISO_0_ES.jpg?imwidth=176,B
,,Mango bandeja 650 g,"2,59 €",https://www.dia.es/product_images/166057/166057_ISO_0_ES.jpg?imwidth=176,A
,,Guacamole Al Punto tarrina 200 g,"1,69 €",https://www.dia.es/product_images/289182/289182_ISO_0_ES.jpg?imwidth=176,D
,,Coco troceado bio bolsa 56 g,"0,95 €",https://www.dia.es/product_images/280342/280342_ISO_0_ES.jpg?imwidth=176,D
,,Kiwi Zespri bandeja 500 g,"2,99 €",https://www.dia.es/product_images/17968/17968_ISO_0_ES.jpg?imwidth=176,C
,,Pina gold premium unidad aprox. 2 Kg,"4,38 €",https://www.dia.es/product_images/190710/190710_ISO_0_ES.jpg?imwidth=176,E
,,Pulpa aguacate Al Punto tarrina 125 g,"1,45 €",https://www.dia.es/product_images/289184/289184_ISO_0_ES.jpg?imwidth=176,A
,,Kiwi seleccion 1 unidad,"0,49 €",https://www.dia.es/product_images/230396/230396_ISO_0_ES.jpg?imwidth=176,A
,,Guacamole Al Punto tarrina 400 g,"2,95 €",https://www.dia.es/product_images/289183/289183_ISO_0_ES.jpg?imwidth=176,E
,,Aguacate bio bandeja 400 g,"2,79 €",https://www.dia.es/product_images/245089/245089_ISO_0_ES.jpg?imwidth=176,C
,,Pina Baby 1 unidad,"2,00 €",https://www.dia.es/product_images/190870/190870_ISO_0_ES.jpg?imwidth=176,B
,,Freson bandeja 500 g,"1,99 €",https://www.dia.es/product_images/12254/12254_ISO_0_ES.jpg?imwidth=176,B
,,Freson bandeja 1 Kg,"3,89 €",https://www.dia.es/product_images/46390/46390_ISO_0_ES.jpg?imwidth=176,A
,,Melon piel de sapo unidad aprox. 2 Kg,"3,98 €",https://www.dia.es/product_images/28887/28887_ISO_0_ES.jpg?imwidth=176,E
,,Medio melon piel de sapo unidad aprox. 1.5 Kg,"3,29 €",https://www.dia.es/product_images/265125/265125_ISO_0_ES.jpg?imwidth=176,E
,,Melon seleccion unidad aprox. 3 Kg,"7,47 €",https://www.dia.es/product_images/196954/196954_ISO_0_ES.jpg?imwidth=176,C
,,Melon bollo unidad aprox. 3 Kg,"8,07 €",https://www.dia.es/product_images/283354/283354_ISO_0_ES.jpg?imwidth=176,C
,,Sandia seleccion unidad aprox. 5 Kg,"9,95 €",https://www.dia.es/product_images/302095/302095_ISO_0_ES.jpg?imwidth=176,B
,,Pasas sultanas sin pepitas Naturmundo bolsa 200 g,"1,08 €",https://www.dia.es/product_images/14914/14914_ISO_0_ES.jpg?imwidth=176,E
,,Arandanos rojos deshidratados Naturmundo bolsa 150 g,"1,80 €",https://www.dia.es/product_images/274779/274779_ISO_0_ES.jpg?imwidth=176,B
,,Ciruelas sin hueso Naturmundo bolsa 200 g,"1,68 €",https://www.dia.es/product_images/14923/14923_ISO_0_ES.jpg?imwidth=176,B
,,Datiles sin hueso Naturmundo bolsa 250 g,"1,57 €",https://www.dia.es/product_images/293253/293253_ISO_0_ES.jpg?imwidth=176,A
,,Orejon albaricoque dia naturmundo Naturmundo bolsa 200 g,"2,60 €",https://www.dia.es/product_images/293254/293254_ISO_0_ES.jpg?imwidth=176,D
,,Datiles Frit ravich bandeja 500 g,"3,20 €",https://www.dia.es/product_images/125796/125796_ISO_0_ES.jpg?imwidth=176,B
,,Bebida de avena con calcio Vegedia brik 1 l,"0,99 €",https://www.dia.es/product_images/207399/207399_ISO_0_ES.jpg?imwidth=176,A
,,Bebida de avena sin azucar Alpro brik 1 l,"1,99 €",https://www.dia.es/product_images/285659/285659_ISO_0_ES.jpg?imwidth=176,E
,,Bebida de avena Vegedia brik 1 l,"0,99 €",https://www.dia.es/product_images/267682/267682_ISO_0_ES.jpg?imwidth=176,E
,,Bebida de almendras sin azucar Alpro brik 1 l,"1,99 €",https://www.dia.es/product_images/285658/285658_ISO_0_ES.jpg?imwidth=176,E
,,Bebida de almendras 0% azucares Vegedia brik 1 l,"1,35 €",https://www.dia.es/product_images/267684/267684_ISO_0_ES.jpg?imwidth=176,B
,,Bebida de soja con calcio Vegedia brik 1 l,"0,89 €",https://www.dia.es/product_images/294324/294324_ISO_0_ES.jpg?imwidth=176,D
,,Bebida de avena 0% azucares Vegedia brik 1 l,"0,89 €",https://www.dia.es/product_images/293332/293332_ISO_0_ES.jpg?imwidth=176,A
,,Bebida de soja 0% azucares Vegedia brik 1 l,"0,89 €",https://www.dia.es/product_images/294323/294323_ISO_0_ES.jpg?imwidth=176,B
,,Bebida de almendras Alpro brik 1 l,"1,99 €",https://www.dia.es/product_images/167442/167442_ISO_0_ES.jpg?imwidth=176,A
,,Bebida de arroz Vegedia brik 1 l,"0,99 €",https://www.dia.es/product_images/267683/267683_ISO_0_ES.jpg?imwidth=176,E
,,Bebida de soja Dia Vital brik 1 l,"0,70 €",https://www.dia.es/product_images/3027/3027_ISO_0_ES.jpg?imwidth=176,C
